# This file was produced by samtools stats (1.1+htslib-1.1) and can be plotted using plot-bamstats
# The command line was:  stats SRR24258473.rmdup_lt120.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	7e5236a7	d8ce2cdc	7f82f133
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	10430963
SN	filtered sequences:	0
SN	sequences:	10430963
SN	is sorted:	1
SN	1st fragments:	5215125
SN	last fragments:	5215838
SN	reads mapped:	10430963
SN	reads mapped and paired:	10430963	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	10430963	# proper-pair bit set
SN	reads paired:	10430963	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	total length:	740504497	# ignores clipping
SN	bases mapped:	740504497	# ignores clipping
SN	bases mapped (cigar):	739991650	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	1254790	# from NM fields
SN	error rate:	1.695681e-03	# mismatches / bases mapped (cigar)
SN	average length:	70
SN	maximum length:	119
SN	average quality:	36.5
SN	insert size average:	111.7
SN	insert size standard deviation:	67.2
SN	inward oriented pairs:	18806
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
# First Fragment Qualitites. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	2	0	0	0	0	0	0	0	0	28571	0	0	0	0	0	0	0	0	0	0	0	0	0	68637	0	0	0	0	0	0	0	0	0	0	0	5117915	0	0	0	0
FFQ	2	0	0	1647	0	0	0	0	0	0	0	0	37235	0	0	0	0	0	0	0	0	0	0	0	0	0	87369	0	0	0	0	0	0	0	0	0	0	0	5088874	0	0	0	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	32371	0	0	0	0	0	0	0	0	0	0	0	0	0	73153	0	0	0	0	0	0	0	0	0	0	0	5109601	0	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	30575	0	0	0	0	0	0	0	0	0	0	0	0	0	76272	0	0	0	0	0	0	0	0	0	0	0	5108278	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	32018	0	0	0	0	0	0	0	0	0	0	0	0	0	87798	0	0	0	0	0	0	0	0	0	0	0	5095309	0	0	0	0
FFQ	6	0	0	40	0	0	0	0	0	0	0	0	30567	0	0	0	0	0	0	0	0	0	0	0	0	0	84561	0	0	0	0	0	0	0	0	0	0	0	5099957	0	0	0	0
FFQ	7	0	0	0	0	0	0	0	0	0	0	0	29415	0	0	0	0	0	0	0	0	0	0	0	0	0	83329	0	0	0	0	0	0	0	0	0	0	0	5102381	0	0	0	0
FFQ	8	0	0	212	0	0	0	0	0	0	0	0	29596	0	0	0	0	0	0	0	0	0	0	0	0	0	81968	0	0	0	0	0	0	0	0	0	0	0	5103349	0	0	0	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	30374	0	0	0	0	0	0	0	0	0	0	0	0	0	84113	0	0	0	0	0	0	0	0	0	0	0	5100638	0	0	0	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	29836	0	0	0	0	0	0	0	0	0	0	0	0	0	85723	0	0	0	0	0	0	0	0	0	0	0	5099566	0	0	0	0
